Label,Text
Positive,vaksin ke 3 dpt booster astrazeneca yg katanya bikin sakit. tpi ga ngalamin efek apa2 padahal puasa
Positive,habis di vaksin booster astrazeneca kemaren ga ada efek samping apa2 ya.. antara alhamdulillah sama “bener kan aku di vaksin barusan???”
Positive,20:53 masih aman semua dari efek booster Astrazeneca
Positive,"tadi pagi aku vaksin pake astra, siang nya Cuma linu aja"
Positive,nggak ada efek yang sampek gila
Positive,"alhamdulillah aman, soalnya aku makan dulu"
Positive,"sebelum vaksin usahakan makan ya, biar kipi nya nggak aneh-aneh"
Positive,gini aja efek nya? Ringan banget ya di aku
Negative,"Sebenarnya aku bingung korea selatan kasusnya naik lg tu knp.. pdhl 80% masyarakat dah vaksin.. bahkan bukan vaksin sinopak, tp astra pfizer moderna yg katanya efek nya 80-95% apa udh ilang kali ye efeknya "
Negative,"pas lagi nunggu kartu nya dimarahin trs dibawa ke dokternya lagi tp dokternya malah santuy bilang yaudah nanti vaksin astra lagi bulan desember gtu yg sinovac kmren alhamdulillah ga ada efek apa2 sih, cuma pas astra aku demam"
Negative,"Vaksin astra sesakit ini efek nya, kek kepala tuh mau di copotin"
Negative,"Vaksin Astra ncen taek a yo efeke... Kok bisa demam tinggi semaleman, sampe skrg badan juga masih remuk"
Negative,"Udh beres vaksin astra yg ke-2, setelah 3 jam baru kerasa efek pegel aja di daerah bekas suntikan. Semoga gak ada efek yg lain lagi tp tetep hari ini kayaknya mau rest aja. Sampai jumpa"
Negative,"Mari kita tengok efek kurang tidur, minum kopi & teman""nya segt banyak nya, setelah efek vaksin astra. Semua jadi satu. Mantaap"
Negative,"mana efek vaksin ke2 astra jg , bekas suntik nya sakit , meriang"
Negative,"Kirain efek vaksin kedua astra lebih parah daripada pertama, ternyata cuma ngantuk sama laper parah"
Negative,"kata siapa ga efek apa”???? di kompleks gue yg pake astra dosis 2 pada jatuh semua lo beruntung aja ga ada efek apa”, kan setiap orang badannya beda gak semua bisa oke aja abis vaksin kaya elu"
Negative,"Kalian yg vaksin dosis 2 khususnya yg astra, ngerasain efek sakit kaya pas dosis 1 ga"
Negative,kak ambil yg astra ya? tante loyo soalnya vaksin yg itu emang agak keras efek sampingnya 1
Negative,Ini efek vaksin astra kalinya pusing banget astaga
Negative,"Hari ini aku vaksin astra dosis 2. Alhamdulillah akhirnya vaksin penuh juga tapi takut kaya pas dosis 1 karna punya auto imun, eh efek sampingnya kaya kena covid beneran di aku :("
Negative,"hari H suhu badan panas dan tangan pegal. Sehari setelah vaksin Suhu badan menurun, seluruh badan pegal dan muntah berak. dua hari setelah vaksin suhu badan panas, pusing, setiap jantung berdetak terasa ditusuk dan sesak nafas. tiga hari setelah vaksin suhu badan menurun & sesak nafas"
Negative,Gejala kebanyakan lembur ganti jaga tenggat waktu rasanya uda melebihi efek vaksin astra
Negative,"Gak nyangka banget kalo efek nya vaksin astra sesakit ini :"" Pala pusing sekali ,mual ,kaki njarem semua wes lah gak ngerti lagi uda kek pasrah"
Negative,"ga tau efek dulu pas kena covid gatau efek vaksin astra, sekarang kalo makan yang ada unsur hewani nya jadi mual, rasanya tengik, sama kecium bau yang aneh banget. apalagi kalo makan telor sumpah pengen muntah:( ada yang pernah ngalamin?"
Negative,Efek Vaksin Astrazenaca dimulai
Negative,"Efek vaksin astra? Baiklah, kita lanjut lagi"
Negative,"Efek vaksin Astra yang kedua : Ga ada efeknya, ngantuk doang, ga bisa tidur. Mataku"
Negative,"dipikir pikir syukur juga ya Indo vaksin utamanya (dosis terbanyak)nya itu Sinovac, ngeliat cerita temen2 yg suntik astra atau moderna, KIPI nya serem jg ada yg sampe muntah2, bayangin kalo efek kaya gini dilihat antipeks, pasti rakyat makin susah mau divaksin"
Negative,demam pegel nyeri ngilu aku vaksin astra soalnya jd efek di aku kayak gitu 2 harian apa aku panas tinggi sm nyeri disekujur badan
Negative,"dahsyat bgt efek vaksin astra panas tinggi, menggigil, pusing sama selera makan ilang"
Negative,bukan vaksinnya ga bekerja tp aga mending efeknya. Ibu aku vaksin astra ga ada efek sma skali segar bugar. Tante ku vaksin astra 2 minggu sakit demam ga bisa nyium bau dan ga bisa rasain makanan. Pas d kasih air kelapa mendingan trus smbuh. sama seperti pas lagi sakit biasa.
Negative,"Efek vaksin astra dosis 2, sakit di bekas suntikan, seluruh badan pegal2 masyaallah . Tips buat yg badannya ringkeh kalo bisa jgn astra "
Negative,"Efek vaksin astra di aku manteb banget ya ampe bisa masuk igd, bangun tidur udh ngerasa baikan banget. Pengen ntr sore KKN tapi takut semaput tengah jalan "
Negative,Efek vaksin astra bukan maenn
Negative,Efek vaksin astra astra pegel kabeh awakku
Negative,efek setelah vaksin Astrazeneca bukan katanya lagi sudah bener nyata sakitnya.
Negative,Efek samping vaksin ke 2 kok makin menjadi gini ya. astra
Negative,Efek samping vaksin AstraZeneca apa yaa ? Besok mau vaksin dosis 1 takut karna bilanya vaksin Astra kerasss…
Negative,Efek kipi vaksin kedua Astra malah ngantuk mulu bawaanya trs mager makan
Negative,"efek kena jekpot ni, jadi pusing kan nyari dimana tempat yg ada vaksin sinovac :( ke kliniknya, lah yg ada lagi astra. Ke puskesmas, yg ada juga astra :( aiguya, kalau teman2 di jogja ada yg tau dmn vaksin sinovac dan bisa nerima dosis 2, bisa kabarin saya ya. terimakasih :)"
Negative,efek dr vaksin ke-2 astra: ngantuk bgdd
Negative,"efek astra di ak cuman pusing, badan panas sama pegel sampe hari ketiga abis vaksin masih sakit"
Negative,doain ya semoga ga dapet efek samping vaksin astra dosis kedua. takut bgt kalo demam kaya waktu vaksin pertama :(
Negative,"Aku pake astra, vaksin 1 demam + sakit kepala, vaksin kedua gk tau, nanti tanggal 10. doain gk ada efek :')"
Negative,"ada saran gak bagi yg terpaksa covid? Sepupu ane selalu mengeluh pusing sperti vertigo begitu stelah menerima vaksin astra pdhal sblumnya gak pernah. Kata dia, terasa seperti ad sumbatan darah d kepala gitu pas vertigo datang. Ap itu efek kipi dari vaksin ya?"
Negative,ada ga yg vaksin pake astra? efek vaksinnya berapa lama udh semaleman masi ga enak badan
Negative,"vaksin sinovac kayaknya, setauku itu astra dosis nya tinggi jadi ga bagus buat beberapa orang. aku juga untungnya ga parah banget efek samping nya, iya pas mau vaksin aku saranin banyak minum air putih ya biar pas di tensi bagus"
Negative,"bapak ku vaksin astra, katanya dosisnya agak tinggi dari sinovac, bapak ku pas udah vaksin langsung demam sih tp besoknya udh baikan, mungkin efek sampingnya kali ya"
Negative,Efek samping vaksin astra bikin ga kuat
Negative,"Kalau liat dri google efek samping vaksin astra lebih banyak. kemarin vaksin astra cmn berasa nyeri aja dibagian bekas suntik, selebihnya gak ada."
Negative,"Iya katanya efeknya lebih kerasa yg astra. Tapi tergantung orangnya sih. Ada yg ga ngerasain efek, penting fit aja pas vaksin"
Negative,Maaf maaf bgt maaf. Vaksin astra tu bagus walaupun ada efek samping yg kyak demam gt. Tp itu cuma beberapa hari kok
Negative,"Vaksin astra efek sampingnya ngeri kah? Soalnya yg laku keras sinovac, astra mah masih sisa tp aku tidak mau daftar mau nunggu sinovac aja :("
Negative,"efek astra yg kurasain cuma pegel2 demam ringan dan langsung kuhajar paracetamol ..hbs vaksin pagi, sore badan langsung dipake buat olahraga jadi amanlah astrazeneca"
Negative,Efek vaksin astra zeneca memang mantep pol
Negative,"efek sampingnya parah bgt nder, kemarin gue vaksin pertama pakai astra efek samping yang gue rasain : menggigil, jantung berdebar, demam, lemes, pegel, tangan bengkak yang abis di suntik vaksin, pusing, pilek komplit ya"
Negative,"Emang kayak nya efek nya gtu kak malem nya setelah di vaksin biasanya demam menggigil tapi nanti besok nya atau 2 hari setelah nya sembuh, soal nya aku kemarin juga gtu kak habis di vaksin yg astra"
Negative,emg bener kalo pake astra tuh gokil bener efeknya
Negative,ternyata udah lama jg ya g buka tweet gegara tepar. Sempet demam dan pusing 2 hr krn efek habis vaksin astra. Kalian apa kabar ??
Negative,Efek vaksin Astra kedua masih sama2 demam 
Negative,Vaksin astra dosis 1 efek demamnya sehari aja di i dan ini sisa linu2 ama sakit kepala nya aja dikit
Negative,Bener bener ya ini efek vaksin astra udh 3 hari tapi masih kerasa. Pengennya malas malasan seperti cucian
Negative,Asli sih efek samping vaksin astra kedua bener bener gokil.
Negative,ibu adalah satu satunya orang di rumah yang tidak mengalami efek samping vaksin astra
Negative,"astra, vaksin pertama demam 3 hari vaksin kedua pusing sama pegel. emang badan gue aja yg cemen jadinya kena efek vaksin :("
Negative,"kuat banget emak gue vaksin pake astra kaga ada efek samping apa"""
Negative,"Aku kemarin ya baru vaksin, oleh astra. efeke, pusing malamnya, mual & sempat panas. Sesuai testimoni org2 "
Negative,"Astra emg gitu , kadang ada efek mual , meriang , keringat dingin , menggigil setelah vaksin"
Negative,Moderna sama kaya astra gak sih ??? Aku mau nanya sama yg vaksin astra efek vaksin ke dua nya bagaimana. Soalnya efek pertama nya tuh kaya simulasi mau meninggal di aku
Negative,"Tergantung jenis vaksin nya. Klo kamu astra, beberapa org terdekat aku abis disuntik ada efek samping nya. Tp gmn kamu pas vaksin ke 1 aja. Sama kok g beda"
Negative,"mau nanya, ada yg vaksin pake astra ga? efek sampingnya apa? aman ga ya buat usia 50an ke atas? aku sama mama ku mau vaksin besok"
Negative,emang dosis 1 vaksin apa? yg efek samping aga lebay tuh astra kalo ga salah
Negative,efek vaksin astra bikin nyiksa jadi ngedrop gini badan
Negative,Suntikan pas vaksin astra kedua kenapa lebih kerasa ya. Tp efek sampingnya alhamdulillah ga ada 
Negative,Efek vaksin Astra gokil bgt. Udah kaya abs disuruh tanam paksa sama Belanda
Negative,"Mau vaksin dapetnya Astra, baca review yang di Vaksin ini tuh katanya malam nya demam dan badan ngga enak. Abis vaksin dikasih ini, aku lega lah dikasih ini kukira ngga bakalan ada efek sampingnya. Taunya tadi malem demam, rasanya ngga enak banget sampe ngga bisa tidur"
Negative,mulai nyeri efek vaksin astra :)
Negative,"habis vaksin astra hari senin. mari kita list efeknya : habis vaksin bgt alias tet, lengan yg abis di cus cenut” sakit sampe sore, pas sore efek cenut” di lengan hilang diganti badan panas dan pusing + sekujur badan cenut” "
Negative,Efek vaksin Astra dosis 1 buat badanku cuman lemes seharian
Negative,"Pak udah rela di suntik vaksin astra, efek sampingnya ngadi ngadi, tapi tidak apa apa asal tatap muka <3"
Negative,apa cuma aku yg ga ngerasain efek sakit setelah vaksin dosis 2 astra?
Negative,"aku astrazeneca, udah vaksin ke 2. efek nya sama, cuma lebih ringan di vaksin ke 2. efek ku cuma susah tidur sama sakit kepala. ga demam"
Negative,Abis vaksin Astra kemarin di rumah sakit sama mama. Alhamdulillah mamah ga ada efek sama sekali. Tpi gua biasa meriang dan sakit lengan. Tpi tidak apa apa si mending gua yg ada efeknya klo mamah kasihan:(
Negative,"jam sebegini kebangun, efek vaksin astra bikin meriang:( panas, cenut cenut"
Negative,"jujur pas disuntik tuh ga sakit, walaupun sakit juga yaudah gue ga takut jarum. tapi efek vaksin nya di gue kuat bgt sakit nya tuh sakit gitu lah ripuh kalo kata orang sunda (ini di gue yaa sama pake vaksin Astra)"
Negative,"tidak tau kenapa habis vaksin astra jadi pegel semua badan ku, ditambah kalo malam tidak bisa tidur"
Negative,saudara ku pakai sinovac langsung drop semua
Negative,"Vaksin 1 sinovac efek ngantuk & lapar, dosis keduanya tepar ky waktu kena covid"
Negative,"Tgl 8 sept kemarin vaksin dosis 1 sinovac, sehari demam setelah itu nyeri perut mayan sakit banget 3 hari, trus haid. Ini dah hari ke 9 haid, keluar nya banyak banget... Dan jadwal maju 2 minggu. Mau ngadu, jawaban nya bukan efek vaksin. Pdhal sebelum vaksin biasa aja... Jd galau"
Negative,"aku habis pulang vaksin langsung panas dingin, aku pakai sinovac. Mungkin karena sebelumnya aku ngga makan."
Negative,"Sinovac. Kalo vaksinnya aku ga ada efek apa2 pas abis vaksin. Trs baru ketauan pas itu makan almond kan, kok tiba2 jd gatel2, akhirnya aku coba tes beberapa kali lagi ternyata iya jd alergi almond "
Negative,"Nggak kalo nggak salah pfizer baru vaksin langsung demam beberapa hari gitu efeknya, kalo sinovac efek awalnya belum keliatan tuh nanti pada udah lama baru keliatan efeknya gitu sih yang gua tangkep"
Negative,nggak ada yang sinovac apa kak? aku pas mau vaksin didaftarin mama sinovac karena kata orang2 moderna efek sampingnya gitu...  sinovac vaksin kedua aja tanganku pegel....
Negative,mending kenek efek samping daripada kenek temenan. Aku kenek temenan demam iku meh seminggu sak pilek2 e  dan iku wis vaksin sinovac 
Negative,"Kok aing gatel2 disekitar leher, telinga sama kedua tangan ya. Efek vaksin sinovac gitu?"
Negative,"Kenapa yang vaksin Sinovac mayoritas (rata- rata) gak ada efek setelah vaksin? 
Kenapa aku berbeda? 
Trauma deh kayak Vaksin pertama langsung kena covid "
Negative,"Kalau aku pribadi efek dari vaksin 1 sinovac pegel di bagian bekas suntiknya, tapi pas vaksin ke 2 malah ga tau nya kena gastroenteritis (lgi ga lucky kek nya)"
Negative,"Iya memang habis di suntik efeknya memang semua nya yg sudah mengalami terasa pegal 3 hari, efek suntik vaksin beda - beda. Tadi adek di suntik vaksin apa sinovac atau astrazeneca ?"
Negative,"iya gak mau, dikantor yg vaksin trakhir itu saya kak, saya tunda2 mulu karna saya jujurly takut efek samping kedepannya. walopun cm make sinovac. tp badan brasa bgt cepet capek. pdhl sering mnum vit c atau imboost pasca vaksin. emg HRD ku aja yg kek anjing"
Negative,"ibu saya tanya jawabnya tidak apa apa dan surat vaksin kedua ibu saya ditulis vaksin sinovac katanya tidak apa apa,, apakah ada efek sampingnya dok, soalnya hari ini ibu saya badannya lemas + panas, mohon penjelasannya dok, terimakasih "
Negative,"Hari ke 3 dan gw masih demam hbs vaksin astrazeneca. Efek sampingnya memang lebih tinggi dari pada vaksin sinovac. Astrazeneca jg gak bisa di pake untuk anak sekolahan ,harus usia 18 thn ke atas."
Negative,Efek vaksin sinovac dosis 2 pegel bgt tangan bekas suntikan dan ngantuk
Negative,Efek vaksin kedua sinovac ke aku. Rasanya lebih ga enak. Badan ku sakit pegel2 dan mual2 
Negative,"efek vaksin kedua gini amat, pdhl cuma sinovac Kepala berat banget rasanya "
Negative,"Efek Vaksin 1: Nyeri di daerah suntikan, demam, haid telat 10 hari Efek Vaksin 2: Nyeri di daerah suntikan, sakit kepala seminggu (Blm tau haid telat atau engga krn suntik setelah kelar haid)"
Negative,Efek samping vaksin sinovac ke 2 idung meler sebelah
Negative,"Biasanya memang gt . Efek dosis 2 di masing2 vaksin pasti lebih berat dibanding vaksin pertama. Sekelas sinovac aja, utk vaksin dua lgsg demam . Moderna pasti lebih naik"
Negative,"berarti sinovac efek sampingnya hampir sama juga ya sama moderna, tergantung juga tiap tubuh orang beda2 reaksinya. Aku vaksin pertama moderna besoknya pusing, mual² doang ngga sampe muntah, tpi bude aku muntah2 trus, Adek ku vaksin pertama sinovac baik² aja ngga ada efek"
Negative,"Belum lama ini baru vaksin pertama, alesannya 1. males ngantri, 2. takut efek sampingnya mana lagi sibuk skripsi, 3. takut jarum suntik . Tapi akhirnya vaksin (sinovac) juga  kejadian juga yg nomor 2, 2-3 hari badan ga enak. Padahal pas vaksin ga ngerasa apa² selain pegel."
Negative,"Alhamdulillah gue aman aman aja. Ayo vaksin .. 
Singapura Laporkan Lumpuh Wajah Jadi Efek Samping Serius Vaksin Sinovac
Singapura mencatat 5 laporan dugaan efek samping serius vaksin Sinovac. Salah satunya adalah laporan kejadian Bell's Palsy."
Negative,aku udah 2x vaksin nder. vaksin pertama cuma rasa lapeeeerr banget. itu seharian. trus vaksin ke2 badan jd agak demam sekitar 2 hari. aku pake vaksin sinovac btw. tp efek pada tiap org beda2 sih nder. yg pasti jaga kesehatan aja jgn lupa sarapan sm istirahat cukup sblm vaksin ya
Negative,Singapura melaporkan sekitar 90 kasus efek samping usai disuntik vaksin Sinovac. Dari 90 laporan tersebut ada lima laporan yang mengatakan efek sampingnya serius.
Negative,masalahnya gua lupa nanya vaksin apa ini tp pas nanya ke ibu gua si sinovac. Sampe skrg cuma ini efek sampingnya jdi pas naikin lengan nyeri gtu
